"appid","name","release_date","developer","publisher","positive_ratings","negative_ratings","average_playtime","median_playtime","price","total_ratings"
13250,"Unreal Gold","2008-03-17","Epic Games, Inc.","Epic Games, Inc.",1228,132,67,41,5.99,1360
13500,"Prince of Persia: Warrior Within™","2009-08-27","Ubisoft","Ubisoft",657,101,307,312,8.59,758
13520,"Far Cry®","2008-04-01","Crytek Studios","Ubisoft",3099,609,126,229,8.59,3708
13530,"Prince of Persia: The Two Thrones™","2009-08-27","Ubisoft Montreal","Ubisoft",365,109,205,205,8.59,474
13540,"Tom Clancy's Rainbow Six® Vegas","2008-04-09","Ubisoft Montreal","Ubisoft",371,106,0,0,8.59,477
13560,"Tom Clancy's Splinter Cell®","2008-04-01","Ubisoft","Ubisoft",900,147,28,28,4.29,1047
13570,"Tom Clancy's Splinter Cell Chaos Theory®","2009-08-27","Ubisoft Montreal","Ubisoft",1777,140,22,22,8.59,1917
13580,"Tom Clancy's Splinter Cell Double Agent®","2009-02-13","Ubisoft Montreal","Ubisoft",356,454,0,0,8.59,810
13600,"Prince of Persia®: The Sands of Time","2009-08-27","Kudosoft","Ubisoft",831,122,167,167,8.59,953
15000,"Tom Clancy's Rainbow Six Lockdown™","2009-08-27","Red Storm Entertainment","Ubisoft",80,79,20,20,4.29,159
15080,"Rayman Raving Rabbids™","2008-06-13","Ubisoft Bulgaria;Ubisoft Montpellier","Ubisoft",239,80,29,29,4.29,319
15100,"Assassin's Creed™: Director's Cut Edition","2008-04-09","Ubisoft Montreal","Ubisoft",5743,1162,360,476,8.59,6905
15120,"Tom Clancy's Rainbow Six® Vegas 2","2008-04-16","Ubisoft Montreal","Ubisoft",2582,456,1349,1936,8.59,3038
15130,"Beyond Good and Evil™","2008-05-13","Ubisoft","Ubisoft",1823,186,355,448,4.29,2009
15160,"Petz® Horsez® 2","2009-08-27","Ubisoft","Ubisoft",76,38,0,0,4.29,114
15170,"Heroes of Might & Magic V","2008-05-13","Nival","Ubisoft",1258,183,396,396,8.59,1441
15190,"Brothers in Arms: Road to Hill 30™","2008-05-13","Gearbox Software","Ubisoft",624,100,69,69,4.29,724
15200,"Silent Hunter®: Wolves of the Pacific","2009-08-27","Ubisoft Romania","Ubisoft",234,128,134,134,8.59,362
15210,"Silent Hunter® III","2008-06-13","Ubisoft","Ubisoft",685,113,0,0,4.29,798
15270,"Cold Fear™","2008-05-13","Darkworks","Ubisoft",272,40,0,0,4.29,312
15300,"Tom Clancy's Ghost Recon®","2008-07-15","Red Storm Entertainment","Ubisoft",536,45,476,476,8.59,581
15320,"IL-2 Sturmovik: 1946","2008-06-13","1C: Maddox Games","1C Entertainment",1287,185,1812,1812,8.69,1472
15370,"Heroes of Might & Magic V: Tribes of the East","2008-10-10","Nival","Ubisoft",759,66,6679,6679,8.59,825
15380,"Heroes of Might & Magic V: Hammers of Fate","2008-10-10","Nival","Ubisoft",84,21,19,19,8.59,105
15390,"Brothers in Arms: Hell's Highway™","2008-10-08","Gearbox Software","Ubisoft",823,98,346,346,8.59,921
15400,"Harvest: Massive Encounter","2009-01-23","Oxeye Game Studio","Oxeye Game Studio",89,21,0,0,5.79,110
15500,"The Wonderful End of the World","2008-07-17","Dejobaan Games, LLC","Dejobaan Games, LLC",402,135,0,0,6.99,537
15520,"AaAaAA!!! - A Reckless Disregard for Gravity","2009-09-03","Dejobaan Games, LLC","Dejobaan Games, LLC",547,103,151,151,6.99,650
15560,"AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome","2011-11-23","Dejobaan Games, LLC;Owlchemy Labs","Dejobaan Games, LLC",747,252,136,136,6.99,999
15620,"Warhammer 40,000: Dawn of War II","2009-02-18","Relic Entertainment;Feral Interactive (Mac/Linux)","SEGA;Feral Interactive (Mac/Linux)",5626,755,628,293,14.99,6381
15700,"Oddworld: Abe's Oddysee®","2008-08-28","Oddworld Inhabitants","Oddworld Inhabitants",2739,442,387,217,1.99,3181
15710,"Oddworld: Abe's Exoddus®","2008-08-28","Oddworld Inhabitants","Oddworld Inhabitants",806,48,67,67,1.99,854
15740,"Oddworld: Munch's Oddysee","2010-12-20","Oddworld Inhabitants","Oddworld Inhabitants",437,155,3,3,3.99,592
15750,"Oddworld: Stranger's Wrath HD","2010-12-20","Oddworld Inhabitants","Oddworld Inhabitants",759,139,98,98,6.99,898
15900,"7 Wonders II","2008-06-10","MumboJumbo","MumboJumbo",92,29,0,0,6.99,121
15960,"Little Farm","2008-06-10","MumboJumbo","MumboJumbo",73,35,0,0,5.99,108
16450,"F.E.A.R. 2: Project Origin","2009-02-12","Monolith","Warner Bros. Interactive Entertainment",3274,509,301,367,9.99,3783
16600,"Trials 2: Second Edition","2008-05-28","Redlynx","RedLynx Ltd.",169,33,382,382,5.99,202
16710,"Insecticide Part 1","2008-07-01","Crackpot Entertainment","Missing Link Games",308,110,264,265,0.79,418
16720,"Velvet Assassin","2009-05-01","Replay Studios","Missing Link Games",1219,832,9,10,1.69,2051
16730,"Legendary","2008-12-01","Spark Unlimited","SouthPeak Games",1095,1000,90,90,1.69,2095
16810,"Sid Meier's Civilization IV: Colonization","2008-09-23","Firaxis Games","2K",330,95,1,1,9.99,425
16900,"GROUND BRANCH","2018-08-14","BlackFoot Studios","BlackFoot Studios",599,143,0,0,15.49,742
17100,"Children of the Nile: Enhanced Edition","2008-07-08","Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",180,38,0,0,5.99,218
17140,"Hinterland","2008-09-30","Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",113,38,0,0,6.99,151
17300,"Crysis","2008-09-17","Crytek","Electronic Arts",6075,1277,313,105,9.99,7352
17330,"Crysis Warhead®","2008-09-17","Crytek","Electronic Arts",1694,312,18,29,7.99,2006
17390,"SPORE™","2008-12-19","Maxis™","Electronic Arts",15101,2014,1142,764,14.99,17115
17410,"Mirror's Edge™","2009-01-14","DICE","Electronic Arts",17880,2341,260,172,9.99,20221
17430,"Need for Speed Undercover","2008-12-19","EA Black Box","Electronic Arts",2351,1081,916,1046,9.99,3432
17440,"SPORE™ Creepy & Cute Parts Pack","2008-12-19","Maxis™","Electronic Arts",481,100,171,240,9.99,581
17450,"Dragon Age: Origins","2009-11-05","BioWare","Electronic Arts",6207,468,2061,2889,14.99,6675
17460,"Mass Effect","2008-12-19","BioWare","Electronic Arts",10107,666,612,633,7.99,10773
17470,"Dead Space","2009-01-09","EA Redwood Shores","Electronic Arts",9136,1049,295,178,14.99,10185
17480,"Command & Conquer: Red Alert 3","2009-01-08","EA Los Angeles","Electronic Arts",4390,855,575,395,9.99,5245
17710,"Nuclear Dawn","2011-09-26","GameConnect;InterWave Studios","Iceberg Interactive",1675,441,971,1184,6.99,2116
18000,"Precipice of Darkness, Episode One","2008-05-21","Hothead Games","Hothead Games",394,42,7,7,5.99,436
18020,"Precipice of Darkness, Episode Two","2008-11-07","Hothead Games","Hothead Games",118,23,0,0,5.99,141
18040,"DeathSpank","2010-10-25","Hothead Games","Electronic Arts",540,34,1008,1008,7.99,574
18050,"DeathSpank: Thongs of Virtue","2010-11-30","Hothead Games","Electronic Arts",125,18,0,0,7.99,143
18070,"The Baconing","2011-08-31","Hothead Games","Hothead Games",149,37,14,14,9.99,186
18120,"Unstoppable Gorg","2012-01-19","Futuremark","Futuremark",190,48,37,37,6.99,238
18300,"Spectraball","2008-10-20","Shorebound Studios","Shorebound Studios",297,101,126,126,3.99,398
18400,"Crazy Machines 2","2008-06-20","Fakt Software","Viva Media",97,108,66,66,7.19,205
18420,"Crazy Machines","2008-12-12","Fakt Software","Viva Media",98,24,0,0,6.99,122
18500,"Defense Grid: The Awakening","2008-12-08","Hidden Path Entertainment","Hidden Path Entertainment",3307,113,455,686,6.99,3420
18700,"And Yet It Moves","2009-04-02","Broken Rules","Broken Rules",735,327,17,22,6.99,1062
18820,"Zero Gear","2010-01-12","Brian Cronin","Brian Cronin",652,173,373,373,3.99,825
19000,"Silent Hill Homecoming","2009-03-02","Double Helix Games","Konami Digital Entertainment, Inc.;Konami Digital Entertainement GmbH",480,437,58,73,17.99,917
19200,"Tank Universal","2008-08-21","Dialogue Design","Meridian4",226,190,39,63,3.99,416
19800,"Brothers in Arms: Earned in Blood™","2008-10-10","Gearbox Software","Ubisoft",303,53,164,164,4.29,356
19830,"Tom Clancy's Rainbow Six® 3 Gold","2008-09-25","Red Storm Entertainment;Ubisoft Montreal","Ubisoft",811,71,43,61,4.29,882
19900,"Far Cry® 2: Fortune's Edition","2008-10-22","Ubisoft Montreal","Ubisoft",5292,1739,257,229,8.59,7031
19980,"Prince of Persia®","2008-12-10","Ubisoft Montreal","Ubisoft",948,266,305,399,8.59,1214
20510,"S.T.A.L.K.E.R.: Clear Sky","2008-09-15","GSC Game World","GSC World Publishing",5550,903,716,779,7.99,6453
20530,"Red Faction","2009-08-05","Volition, Inc.","THQ Nordic",1327,151,79,107,4.99,1478
20540,"Company of Heroes: Tales of Valor","2009-04-08","Relic Entertainment","SEGA",1337,101,226,133,9.99,1438
20550,"Red Faction II","2009-08-06","Volition, Inc.","THQ Nordic",354,313,0,0,4.99,667
20570,"Warhammer® 40,000: Dawn of War® II Chaos Rising","2010-03-11","Relic Entertainment;Feral Interactive (Mac/Linux)","SEGA;Feral Interactive (Mac/Linux)",1645,164,186,249,14.99,1809
20820,"Shatter","2010-03-15","Sidhe","PikPok",963,64,31,51,6.99,1027
20900,"The Witcher: Enhanced Edition Director's Cut","2008-09-16","CD PROJEKT RED","CD PROJEKT RED;1C-SoftClub",26380,4217,773,335,6.99,30597
20920,"The Witcher 2: Assassins of Kings Enhanced Edition","2012-04-16","CD PROJEKT RED","CD PROJEKT RED;1C-SoftClub",36427,4710,838,320,14.99,41137
21000,"LEGO® Batman™: The Videogame","2008-09-29","Traveller's Tales","Warner Bros. Interactive Entertainment",1050,242,490,716,14.99,1292
21010,"Watchmen: The End is Nigh","2009-03-04","Deadline Games","Warner Bros. Interactive Entertainment",227,120,0,0,3.99,347
21030,"Watchmen: The End is Nigh Part 2","2009-07-29","Deadline Games  ","Warner Bros. Interactive Entertainment",97,51,0,0,3.99,148
21090,"F.E.A.R.","2010-05-21","Monolith Productions, Inc.;Timegate","Warner Bros. Interactive Entertainment",6371,438,389,498,35.96,6809
21100,"F.E.A.R. 3","2011-06-21","Day 1 Studios","Warner Bros. Interactive Entertainment",5349,2030,310,298,12.99,7379
21130,"LEGO® Harry Potter: Years 1-4","2010-06-25","TT Games","Warner Bros. Interactive Entertainment",1672,460,518,989,9.99,2132
21640,"Flock!","2009-04-07","Proper Games","Capcom",110,34,0,0,3.49,144
21660,"Street Fighter® IV","2009-07-07","Capcom","Capcom",295,126,0,0,13.99,421
21670,"Bionic Commando","2009-07-28","Capcom","Capcom",649,247,20,30,6.49,896
21680,"Bionic Commando: Rearmed","2009-07-28","Capcom","Capcom",453,287,15,16,6.49,740
21690,"Resident Evil™ 5/ Biohazard 5®","2009-09-15","Capcom","Capcom",9250,1618,868,532,13.99,10868
21780,"Driver® Parallel Lines","2009-02-13","Ubisoft Reflections","Ubisoft",367,46,0,0,8.59,413
21800,"Tom Clancy's EndWar™","2009-02-25","Ubisoft  Shanghaï","Ubisoft",276,108,384,655,8.59,384
21980,"Call of Juarez®: Bound in Blood","2009-07-02","Techland","Ubisoft",1121,232,13,13,8.59,1353
22000,"World of Goo","2008-10-13","2D BOY","2D BOY ",3455,237,194,277,6.99,3692
22100,"Mount & Blade","2008-11-03","TaleWorlds Entertainment","TaleWorlds Entertainment",3205,291,415,597,7.99,3496
22130,"Hearts of Iron 2 Complete","2009-01-23","Paradox Development Studio","Paradox Interactive",220,48,0,0,9.99,268
22200,"Zeno Clash","2009-04-21","ACE Team","ACE Team",1980,356,307,307,6.99,2336
22230,"Rock of Ages","2011-09-07","ACE Team","SEGA",2604,244,235,231,6.99,2848
22300,"Fallout 3","2008-10-28","Bethesda Game Studios","Bethesda Softworks",9921,2709,588,617,7.99,12630
22310,"Rogue Warrior","2009-12-01","Rebellion","Bethesda Softworks",466,240,29,29,3.99,706
22320,"The Elder Scrolls III: Morrowind® Game of the Year Edition","2009-06-16","Bethesda Game Studios","Bethesda Softworks",9571,540,1135,1183,12.99,10111
22330,"The Elder Scrolls IV: Oblivion® Game of the Year Edition","2009-06-16","Bethesda Game Studios","Bethesda Softworks",13827,826,1307,630,12.99,14653
22370,"Fallout 3: Game of the Year Edition","2009-12-17","Bethesda Game Studios","Bethesda Softworks",17742,4495,1242,1076,14.99,22237
22380,"Fallout: New Vegas","2010-10-21","Obsidian Entertainment","Bethesda Softworks",66756,3149,2485,1431,7.99,69905
22450,"Hunted: The Demon’s Forge™","2011-06-02","inXile Entertainment","Bethesda Softworks",498,213,28,28,3.99,711
22500,"Spectromancer","2009-02-11","Apus Software;Three Donkeys LLC","Three Donkeys LLC",125,19,0,0,5.99,144
22600,"Worms Reloaded","2010-08-26","Team17 Digital Ltd","Team17 Digital Ltd",2478,430,327,420,14.99,2908
22610,"Alien Breed: Impact","2010-06-03","Team17 Software Ltd. ","Team17 Digital Ltd",776,307,7,7,6.99,1083
22650,"Alien Breed 2: Assault","2010-09-22","Team17 Digital Ltd","Team17 Digital Ltd",478,226,96,96,6.99,704
22670,"Alien Breed 3: Descent","2010-11-17","Team17 Digital Ltd","Team17 Digital Ltd",242,90,1,1,6.99,332
23300,"Yosumin!™","2009-05-26","Square Enix","Square Enix",102,64,0,0,3.99,166
23380,"Gyromancer","2009-11-18","Square Enix;PopCap Games, Inc.","Square Enix",124,113,73,73,3.99,237
23400,"Imperium Romanum Gold Edition","2008-11-25","Haemimont Games","Kalypso Media Digital",191,45,102,102,7.99,236
23420,"Europa Universalis: Rome - Gold Edition ","2008-12-18","Paradox Development Studio","Paradox Interactive",123,52,4975,4975,7.99,175
23450,"Grand Ages: Rome","2009-03-05","Haemimont Games","Kalypso Media Digital",354,138,319,319,6.99,492
23460,"Ceville","2009-02-27","Realmforge Studios","Assemble Entertainment",83,19,0,0,4.79,102
23490,"Tropico 3","2009-11-13","Haemimont Games","Kalypso Media Digital",1338,176,291,425,7.99,1514
23500,"Puzzle Quest: Galactrix","2009-02-24","Infinite Interactive","D3Publisher of America, Inc.",120,136,0,0,6.99,256
23530,"Earth Defense Force: Insect Armageddon","2011-12-14","Vicious Cycle Software, Inc.","D3Publisher of America, Inc.",731,95,253,380,6.99,826
23700,"Puzzle Kingdoms","2009-04-27","Infinite Interactive","Strategy First",139,102,175,175,10.99,241
24010,"Train Simulator 2019","2015-09-17","Dovetail Games","Dovetail Games - Trains",8573,5336,287,385,34.99,13909
24240,"PAYDAY™ The Heist","2011-10-20","OVERKILL Software","Daybreak Game Company",34645,2533,444,248,10.99,37178
24400,"King Arthur - The Role-playing Wargame","2009-11-24","NeocoreGames","Paradox Interactive",307,113,6,6,7.99,420
24420,"Aquaria","2008-12-15","Bit Blot, LLC","Bit Blot, LLC",1008,133,48,64,6.99,1141
24480,"King Arthur II: The Role-Playing Wargame","2012-01-27","NeocoreGames","Paradox Interactive",188,169,46,46,7.99,357
24670,"Trainz™ Simulator 12","2011-06-08","N3V Games","N3V Games",498,364,31,31,7.19,862
24720,"SPORE™ Galactic Adventures","2009-06-26","EA - Maxis","Electronic Arts",1943,453,1905,2286,9.99,2396
24740,"Burnout Paradise: The Ultimate Box","2009-03-12","Criterion Games","Electronic Arts",9739,1487,431,576,9.99,11226
24780,"SimCity™ 4 Deluxe Edition","2010-07-20","EA - Maxis;Aspyr (Mac)","Electronic Arts;Aspyr (Mac)",3110,959,228,289,9.99,4069
24790,"Command & Conquer 3: Tiberium Wars","2009-11-13","EA Los Angeles","Electronic Arts",2292,295,646,693,9.99,2587
24800,"Command & Conquer: Red Alert 3 - Uprising","2009-10-06","EA Los Angeles","Electronic Arts",1449,362,136,205,9.99,1811
24810,"Command & Conquer 3: Kane's Wrath","2009-11-13","EA Los Angeles","Electronic Arts",1070,76,0,0,9.99,1146
24840,"Medal of Honor: Airborne","2009-10-06","EA Los Angeles","Electronic Arts",1725,461,28,28,9.99,2186
24870,"Need for Speed: Shift","2009-10-06","Slightly Mad Studios","Electronic Arts",1101,415,339,456,9.99,1516
24960,"Battlefield: Bad Company™ 2","2010-03-02","DICE","Electronic Arts",23093,3877,1200,671,14.99,26970
24980,"Mass Effect 2","2010-01-28","BioWare","Electronic Arts",10675,542,1087,736,19.99,11217
25000,"Overgrowth","2017-10-16","Wolfire Games","Wolfire Games",3200,1315,777,1365,22.99,4515
25010,"Lugaru HD","2010-10-08","Wolfire Games","Wolfire Games",321,98,13,13,7.99,419
25500,"Cricket Revolution","2009-10-28","Mindstorm Studios","Mindstorm Studios",63,50,0,0,1.99,113
25700,"Madballs in Babo:Invasion ","2009-09-17","Playbrains","Playbrains",198,38,54,54,3.99,236
25800,"Europa Universalis III Complete","2009-02-04","Paradox Development Studio","Paradox Interactive",1191,245,736,1065,9.99,1436
25830,"Knights of Honor","2009-02-04","Black Sea Studios Ltd","Paradox Interactive",1018,89,35,35,7.49,1107
25850,"Elven Legacy","2009-04-07","1C:InoCo","1C Entertainment",76,29,27,27,3.99,105
25890,"Hearts of Iron III","2009-08-07","Paradox Development Studio","Paradox Interactive",3298,992,809,1364,7.99,4290
25900,"King's Bounty: The Legend","2009-05-01","1C Entertainment","1C Entertainment",1290,139,356,368,4.99,1429
25910,"Supreme Ruler 2020 Gold","2009-07-09","BattleGoat Studios","BattleGoat Studios",138,36,400,400,6.99,174
25980,"Majesty 2","2009-09-17","1C:InoCo","Paradox Interactive",305,130,0,0,7.99,435
25990,"Majesty Gold HD","2009-09-04","Cyberlore","Paradox Interactive",326,20,72,72,7.99,346
26000,"The Maw","2009-03-09","Twisted Pixel Games","Twisted Pixel Games",161,36,14,14,8.99,197
26800,"Braid","2009-04-10","Number None","Number None",6529,386,178,251,10.99,6915
26900,"Crayon Physics Deluxe","2009-05-06","Kloonigames","Kloonigames",668,109,20,26,15.99,777
27000,"The Path","2009-03-18","Tale of Tales","Tale of Tales",502,177,49,64,6.99,679
27020,"The Graveyard","2009-03-09","Tale of Tales","Tale of Tales",305,199,0,0,3.99,504
27330,"Blacklight: Tango Down","2010-07-14","Zombie Studios","Ignition Entertainment",132,209,129,193,0.79,341
27400,"Dangerous High School Girls in Trouble!™","2009-02-23","Mousechief","Mousechief",111,63,105,105,14.99,174
27900,"Twin Sector","2009-09-16","DnS Development","DnS Development",88,150,0,0,3.99,238
27920,"Booster Trooper","2010-04-23","DnS Development","DnS Development",91,94,10,10,1.69,185
27940,"Dead Horde","2011-07-27","DnS Development","DnS Development",206,406,82,82,4.79,612
28000,"Kane & Lynch 2: Dog Days","2010-08-17","IO Interactive","Square Enix",2822,1919,282,301,7.99,4741
29130,"Musaic Box","2009-03-19","KranX Productions","KranX Productions",178,12,0,0,3.99,190
29160,"Blueberry Garden","2009-06-01","Erik Svedäng","Erik Svedäng",96,28,9,9,3.99,124
29180,"Osmos","2009-08-18","Hemisphere Games","Hemisphere Games",857,105,27,27,6.99,962
29800,"Caster","2009-03-19","Elecorn","Elecorn",3277,868,120,160,0.99,4145
29900,"Dark Sector","2009-03-24","Digital Extremes","ND Games",337,96,0,0,6.99,433
31270,"Puzzle Agent","2010-07-01","Telltale Games","Telltale Games",1574,214,69,110,3.99,1788
32140,"Midnight Mysteries","2009-09-28","MumboJumbo","MumboJumbo",89,40,0,0,5.99,129
32150,"Everyday Genius: SquareLogic","2009-10-21","TrueThought","TrueThought",303,6,0,0,3.99,309
32160,"Zombie Bowl-o-Rama","2009-10-15","MumboJumbo","MumboJumbo",244,44,0,0,6.99,288
32200,"Metal Drift","2009-10-22","Black Jacket Studios","Black Jacket Studios",81,45,91,173,6.99,126
32310,"Indiana Jones® and the Last Crusade™","2009-07-08","LucasArts","LucasArts;Lucasfilm;Disney Interactive",121,32,97,194,4.79,153
32330,"LEGO® Indiana Jones™: The Original Adventures","2009-07-08","Traveller's Tales","LucasArts;Lucasfilm;Disney Interactive",305,87,0,0,15.49,392
32340,"LOOM™","2009-07-08","LucasArts","LucasArts;Lucasfilm;Disney Interactive",306,41,14,28,4.79,347
32350,"STAR WARS™ Starfighter™","2009-07-08","LucasArts","LucasArts;Lucasfilm;Disney Interactive",221,235,6,8,4.79,456
32360,"The Secret of Monkey Island: Special Edition","2009-07-15","LucasArts","LucasArts;Lucasfilm;Disney Interactive",2156,115,58,94,7.19,2271
